sku_id,wishlist,cart,avg_rating,units_sold,returns,in_stock
SKI-46105,181,296,3.7,1177,2821,345
FUR-46107,587,171,4.8,1415,2088,314
ELE-46109,890,76,4.4,2372,2801,258
HOM-46113,801,274,4.9,64,1160,129
SKI-46117,770,473,1.5,2893,1152,392
SKI-46123,879,410,2.7,2348,43,76
SKI-46126,864,110,3.9,1036,34,344
CLO-46127,105,22,4.1,8,2487,150
CLO-46128,288,491,3.6,2337,1248,956
APP-46129,302,3,3.3,82,1046,873
SKI-46130,988,461,4.5,30,14,447
SKI-46131,905,340,1.6,65,1373,322
FUR-46134,309,326,1.4,1489,31,591
FUR-46142,91,13,1.7,1430,52,826
ELE-46143,693,309,3.6,2276,95,76
HOM-46146,124,391,3.0,99,2730,713
ELE-46148,663,368,2.3,20,1796,54
SKI-46150,798,441,4.0,21,95,487
ELE-46152,42,362,2.0,1842,1702,911
ELE-46160,558,429,2.4,2973,3000,529
HOM-46161,746,346,3.2,52,1651,257
COS-46162,536,258,2.7,11,45,389
APP-46165,904,487,4.7,30,1403,282
COS-46167,680,255,3.4,1603,75,865
CLO-46169,955,31,3.0,1185,92,215
SKI-46170,759,452,1.8,60,43,733
ELE-46173,77,21,1.4,85,52,101
FUR-46174,898,497,3.4,75,51,158
CLO-46175,508,241,1.7,33,29,729
CLO-46177,304,347,2.1,1008,2019,349
APP-46178,892,287,4.4,2711,51,781
FUR-46180,513,95,3.8,2576,1186,471
CLO-46182,99,193,1.8,60,65,529
ELE-46183,50,219,2.2,1101,1405,105
ELE-46189,580,284,1.4,88,85,807
ELE-46190,263,414,1.9,2948,1344,1
ELE-46192,288,372,3.4,2561,94,329
GRO-46193,18,314,3.4,2545,1553,548
APP-46195,516,473,4.6,38,93,143
CLO-46199,442,464,3.3,1555,1356,53
CLO-46201,11,113,3.1,1589,63,235
ELE-46202,253,159,4.5,14,48,553
FUR-46203,517,369,2.0,97,16,61
ELE-46205,717,83,3.7,11,2807,683
CLO-46211,213,172,1.1,63,7,545
COS-46213,616,34,4.4,90,2119,999
APP-46216,785,470,4.5,35,86,847
HOM-46217,625,493,2.0,65,2902,795
GRO-46218,204,198,4.2,29,61,995
COS-46224,589,111,2.3,40,71,445
CLO-46227,789,121,1.4,2613,1109,462
GRO-46230,753,464,3.3,44,1968,457
COS-46232,743,268,3.8,30,2410,862
HOM-46234,834,368,3.8,1365,23,877
APP-46235,857,99,1.6,1020,15,68
HOM-46237,253,439,1.2,52,2870,908
COS-46238,549,47,3.1,64,96,763
CLO-46239,701,222,4.2,71,2020,752
COS-46242,27,472,1.9,2679,10,543
COS-46243,711,38,4.3,41,1328,48
GRO-46247,763,178,2.8,88,2003,151
COS-46249,651,221,3.7,39,1041,908
SKI-46256,118,150,1.0,50,2986,24
CLO-46257,484,101,4.6,48,2250,692
HOM-46259,977,443,3.2,43,1588,147
APP-46260,501,146,1.8,1960,2451,790
SKI-46264,136,459,4.5,2576,1951,593
APP-46266,672,110,4.8,2344,72,725
COS-46267,46,414,3.3,2941,1807,310
GRO-46276,560,223,2.9,13,95,266
COS-46279,838,166,2.8,2483,57,63
CLO-46283,31,94,3.3,2357,21,301
ELE-46284,75,406,2.0,67,1477,528
FUR-46286,491,79,4.2,1193,2321,150
FUR-46289,126,289,3.5,2434,2005,485
HOM-46291,494,140,2.6,72,10,273
FUR-46292,715,486,3.8,6,30,595
SKI-46297,652,202,1.3,2029,2441,639
HOM-46299,980,427,1.2,84,2171,882
APP-46301,757,238,2.8,26,2150,985
ELE-46303,745,112,1.8,75,2606,914
ELE-46304,615,307,3.2,2194,75,627
COS-46308,307,246,4.4,1343,10,82
APP-46315,733,325,3.4,1703,8,356
CLO-46316,17,493,3.4,2656,64,135
FUR-46318,554,346,3.6,2129,96,803
APP-46321,39,331,4.7,68,2349,437
FUR-46323,146,100,1.1,63,2730,872
GRO-46326,483,286,1.1,74,1785,831
GRO-46328,668,485,4.9,63,27,5
COS-46330,868,10,2.7,98,1357,224
ELE-46331,604,156,1.1,2544,1766,727
ELE-46332,886,50,4.5,72,1780,439
SKI-46336,23,205,4.1,41,73,613
FUR-46338,296,451,1.7,30,41,251
HOM-46340,283,319,3.2,1324,11,347
COS-46341,645,315,2.8,12,2276,724
APP-46342,334,18,2.7,61,2763,6
HOM-46343,7,258,3.4,23,1983,463
COS-46344,290,478,4.4,2432,78,883
SKI-46346,22,400,3.6,1162,2725,182
HOM-46348,807,333,4.4,87,2377,728
HOM-46350,999,100,3.7,98,1443,916
GRO-46354,407,86,1.8,37,2199,597
ELE-46355,645,183,1.5,1930,65,853
SKI-46357,112,29,3.1,78,34,905
COS-46359,65,132,1.8,2677,1402,460
ELE-46361,576,170,2.2,80,1142,324
CLO-46364,554,258,3.1,22,1376,607
FUR-46365,305,227,3.6,24,50,891
SKI-46367,541,479,1.6,66,35,535
CLO-46372,960,495,3.1,92,1710,690
APP-46373,934,479,2.8,1369,2977,353
APP-46374,168,227,2.7,73,41,976
COS-46375,840,142,1.2,35,14,343
GRO-46377,330,209,3.4,84,58,387
FUR-46379,840,303,3.5,1549,1992,749
HOM-46381,38,478,3.0,1743,65,748
GRO-46382,275,204,2.6,2878,1468,924
ELE-46384,53,137,1.1,72,28,442
SKI-46386,185,389,1.3,16,80,266
SKI-46387,88,212,3.2,96,19,231
FUR-46388,407,262,3.5,2879,1376,335
APP-46393,8,302,1.0,2344,65,287
SKI-46394,936,330,1.9,47,60,949
HOM-46398,713,309,2.1,61,2115,541
ELE-46399,65,161,2.1,1916,51,673
SKI-46405,606,466,4.0,92,84,58
APP-46408,417,107,3.2,39,1837,10
CLO-46409,693,255,4.5,80,85,302
APP-46410,903,291,2.8,94,60,364
COS-46411,207,300,2.4,39,2200,399
FUR-46412,652,433,4.2,1618,1391,815
HOM-46413,19,289,4.2,14,98,948
FUR-46419,58,262,1.3,65,1622,165
GRO-46420,329,143,4.4,29,1008,543
APP-46430,7,444,2.7,60,2805,895
APP-46431,194,361,1.3,71,35,754
APP-46433,771,223,2.4,87,40,397
SKI-46434,775,356,3.0,1879,1172,622
FUR-46435,606,340,3.4,18,68,124
CLO-46436,805,62,1.1,1553,1331,672
CLO-46443,476,176,4.4,1066,2914,26
GRO-46448,846,125,4.1,2646,70,562
COS-46450,421,48,2.8,35,1793,932
APP-46451,910,229,2.8,21,2648,167
ELE-46452,74,275,4.1,54,94,653
COS-46454,717,222,1.7,1831,49,763
COS-46456,679,16,3.6,20,77,625
APP-46457,641,212,4.6,53,1914,887
SKI-46458,167,181,2.0,2940,14,535
COS-46465,862,365,1.4,16,1791,212
COS-46468,30,294,1.7,73,63,920
COS-46469,112,198,5.0,1181,1745,956
APP-46471,955,364,4.2,1887,96,502
FUR-46474,255,318,4.7,14,2085,308
HOM-46475,822,438,1.1,2190,2779,236
ELE-46482,827,333,2.5,1347,61,842
ELE-46484,272,213,1.4,1633,1213,246
HOM-46490,743,24,5.0,57,2298,672
CLO-46492,837,144,1.6,2442,64,574
GRO-46493,779,361,1.5,1124,1816,53
FUR-46494,118,231,3.4,75,8,973
GRO-46495,37,155,1.7,43,21,119
ELE-46497,757,184,4.4,2914,1417,254
FUR-46499,568,33,5.0,1487,54,504
FUR-46500,155,24,4.1,32,46,723
SKI-46506,266,44,3.8,1056,97,986
COS-46507,199,400,3.2,20,2807,770
SKI-46511,525,424,3.2,1169,25,8
COS-46514,237,383,1.9,2432,24,706
GRO-46516,32,345,4.7,1457,71,489
HOM-46518,777,219,4.6,50,42,450
CLO-46520,981,58,2.3,1368,55,575
FUR-46523,836,238,1.5,73,61,276
HOM-46525,777,273,2.5,1507,2182,243
GRO-46526,980,146,1.3,1010,83,775
CLO-46527,850,62,1.1,78,9,354
HOM-46531,69,323,1.4,91,13,20
CLO-46533,36,61,4.7,16,1695,282
APP-46536,464,397,1.4,2438,1788,482
SKI-46537,746,358,1.2,64,29,170
GRO-46539,485,244,4.6,77,43,364
COS-46546,188,40,2.8,2949,73,615
HOM-46548,628,278,3.0,73,24,843
COS-46553,144,79,4.5,1540,2736,720
CLO-46554,906,73,3.9,42,91,849
ELE-46555,891,354,1.7,2977,7,907
ELE-46556,353,13,1.3,90,1231,609
CLO-46557,631,484,3.2,81,29,923
SKI-46559,448,59,4.4,51,25,631
CLO-46564,249,101,1.5,97,2353,258
GRO-46565,798,85,3.0,17,2992,760
ELE-46566,5,248,4.3,25,1129,688
GRO-46567,232,204,4.7,94,47,284
SKI-46571,99,470,1.5,1075,16,237
CLO-46573,759,233,2.0,1222,1296,758
HOM-46575,171,62,1.3,69,33,461
HOM-46576,321,365,4.4,1129,63,296
SKI-46578,124,334,3.7,38,2318,219
GRO-46593,871,262,1.4,35,5,22
APP-46595,378,201,4.2,94,34,526
SKI-46598,701,87,1.2,84,1391,717
APP-46603,406,153,4.3,91,73,522
COS-46605,875,240,2.0,2945,93,83
ELE-46607,286,151,4.2,9,73,792
HOM-46608,846,100,4.2,87,15,795
CLO-46611,639,106,3.0,88,57,914
GRO-46614,560,299,4.7,91,54,408
CLO-46616,276,381,3.1,2915,1239,967
GRO-46617,270,419,2.6,52,45,636
CLO-46619,336,5,2.6,1366,20,519
FUR-46620,725,275,4.5,2110,1613,900
SKI-46622,172,424,2.5,73,96,335
COS-46625,357,47,2.9,2098,1297,989
SKI-46626,18,198,3.6,5,43,448
CLO-46627,509,172,2.8,2065,1008,235
COS-46628,793,36,4.5,2973,1489,458
SKI-46629,411,14,3.7,10,8,78
HOM-46633,598,286,2.8,82,2375,316
COS-46634,933,214,4.0,8,79,167
GRO-46636,64,500,2.4,88,1998,467
SKI-46638,933,93,3.6,2635,1577,527
COS-46639,734,321,3.5,31,72,179
GRO-46642,339,133,1.6,1085,1444,751
HOM-46643,695,464,4.1,2735,1444,940
HOM-46645,224,290,2.6,5,7,970
ELE-46647,732,109,1.4,1099,16,206
CLO-46648,744,309,1.1,1582,73,689
HOM-46649,561,454,4.8,50,57,404
SKI-46651,855,286,1.7,66,52,386
ELE-46652,687,73,2.2,1849,9,364
SKI-46653,193,292,4.0,53,2152,951
APP-46663,747,146,2.0,88,53,470
SKI-46667,359,415,2.1,2394,77,244
CLO-46668,917,377,2.5,33,35,586
APP-46674,48,420,4.0,40,30,945
CLO-46675,375,187,1.4,2331,57,341
ELE-46676,369,379,4.5,71,2981,653
CLO-46678,818,350,4.3,2602,23,422
COS-46684,241,228,2.2,2758,65,202
GRO-46687,389,208,3.0,1915,1971,519
GRO-46689,43,250,1.7,85,1693,414
GRO-46691,532,437,3.6,53,1625,325
CLO-46696,386,209,4.0,1856,58,519
SKI-46698,916,418,3.7,2859,2158,653
ELE-46702,770,399,3.2,25,82,170
COS-46704,272,220,1.3,1580,1929,277
CLO-46707,757,473,2.8,97,1697,368
GRO-46709,593,258,2.6,1927,2195,440
GRO-46710,633,462,1.2,2684,2341,620
CLO-46711,249,415,2.4,31,1466,547
GRO-46712,68,373,4.7,59,2965,974
GRO-46713,721,99,4.5,2594,1959,892
COS-46719,453,77,2.4,54,59,862
ELE-46720,252,280,4.3,2319,31,739
CLO-46722,620,7,1.7,34,1703,65
APP-46725,440,360,4.4,2966,1143,125
ELE-46726,812,356,4.7,2534,68,518
COS-46729,470,201,2.5,38,87,214
ELE-46730,451,98,2.7,28,1197,437
HOM-46731,37,379,2.1,1888,2954,298
SKI-46735,945,139,3.4,37,56,440
SKI-46736,659,293,4.6,68,74,252
GRO-46741,406,429,4.5,21,32,867
HOM-46748,9,47,2.1,96,23,879
HOM-46750,342,312,4.7,1130,28,951
CLO-46757,983,358,3.9,2019,2466,996
HOM-46758,512,35,2.5,62,2417,256
HOM-46759,287,265,4.4,1745,2007,959
CLO-46763,196,175,1.1,2283,52,199
COS-46768,867,74,4.7,10,2216,904
HOM-46774,800,104,3.1,18,2124,363
HOM-46777,515,469,4.1,1589,2653,642
CLO-46778,824,474,3.5,60,2142,935
HOM-46779,170,57,1.4,1072,1401,2
CLO-46780,708,246,1.3,76,1170,693
GRO-46784,450,61,4.5,64,51,156
GRO-46786,374,250,1.1,1559,2761,776
GRO-46787,586,209,4.1,61,1256,366
CLO-46789,555,431,4.4,32,66,734
COS-46790,266,294,2.0,2975,1892,415
GRO-46792,608,22,3.7,2296,71,432
HOM-46794,107,136,3.2,1007,92,127
ELE-46795,22,492,2.2,1382,33,617
HOM-46796,746,349,4.2,81,2281,40
CLO-46801,799,398,2.6,1230,1094,241
HOM-46803,986,455,1.7,71,12,809
GRO-46806,348,406,1.1,79,1640,931
COS-46807,950,410,1.7,1940,43,109
COS-46813,390,398,2.0,69,2936,304
COS-46817,9,445,3.2,2884,2110,743
FUR-46818,345,344,1.8,1358,1382,305
CLO-46826,851,321,4.2,66,1980,78
GRO-46831,956,2,2.7,1657,1834,516
FUR-46832,550,489,1.2,1083,43,781
ELE-46835,886,459,2.0,22,1431,752
HOM-46840,791,72,2.4,22,1036,30
ELE-46841,405,438,4.5,2429,82,545
HOM-46842,178,385,1.1,50,26,360
COS-46843,582,252,4.6,1931,1362,75
COS-46847,254,283,1.0,94,1271,483
COS-46857,171,296,1.7,70,17,95
GRO-46859,457,369,3.8,2543,2834,224
COS-46860,282,220,2.3,62,54,639
APP-46861,219,461,3.1,2360,30,480
APP-46865,954,500,2.8,1790,1372,639
COS-46867,722,345,4.1,70,1730,442
SKI-46868,8,49,2.6,24,58,506
SKI-46869,915,251,1.8,72,1738,29
SKI-46871,691,69,2.6,65,30,522
GRO-46874,440,213,4.4,2963,94,261
FUR-46876,433,384,1.8,2903,2615,459
GRO-46880,592,353,1.6,1460,10,421
APP-46888,714,162,2.7,1949,23,113
GRO-46889,117,52,3.2,1358,1102,430
ELE-46892,413,296,2.5,1326,2811,757
CLO-46895,540,143,5.0,1795,14,522
GRO-46897,24,316,1.3,86,1315,221
SKI-46901,297,63,1.9,1055,62,804
CLO-46902,580,75,3.1,13,89,198
COS-46905,421,484,1.4,2848,1950,602
ELE-46906,918,395,4.2,26,67,934
APP-46909,396,228,2.1,30,54,784
COS-46910,739,420,1.5,23,44,359
ELE-46912,700,100,2.2,43,13,535
CLO-46914,71,67,1.7,41,37,206
COS-46915,335,206,4.9,1475,63,747
SKI-46916,721,182,1.4,2093,36,869
COS-46917,796,223,1.4,2590,1393,371
CLO-46918,669,191,2.7,55,2394,468
HOM-46920,286,307,2.5,1999,85,176
COS-46922,103,398,1.6,2329,14,94
APP-46928,540,48,3.3,5,1311,752
FUR-46936,624,415,1.7,2547,1139,136
SKI-46940,72,452,4.8,2787,19,335
ELE-46950,412,117,3.1,32,1743,504
CLO-46952,245,189,3.4,19,2272,552
GRO-46953,312,326,4.7,2682,1284,894
SKI-46954,289,400,4.7,89,2603,964
GRO-46955,5,220,3.8,70,97,50
APP-46957,766,6,4.2,1656,38,783
GRO-46958,249,137,2.4,36,58,603
APP-46959,710,402,3.7,2811,1818,210
FUR-46965,390,257,2.4,97,1425,455
SKI-46968,646,271,2.0,93,84,530
CLO-46970,406,380,1.3,33,1848,767
SKI-46972,887,49,1.5,2076,77,540
COS-46974,478,7,2.0,16,14,574
ELE-46977,413,303,2.9,23,76,684
GRO-46982,231,303,2.7,2539,1856,723
ELE-46983,422,154,2.0,2934,1832,993
HOM-46985,521,25,4.3,48,2007,871
ELE-46987,265,264,1.9,1603,21,43
FUR-46989,468,52,3.5,76,1114,857
HOM-46990,742,83,1.4,1165,81,6
FUR-46994,247,338,3.7,40,9,603
FUR-46996,734,154,2.1,2530,2436,260
COS-46999,955,482,3.4,1661,1285,591
GRO-47004,931,76,1.2,62,74,250
COS-47007,1000,461,3.2,15,7,292
ELE-47009,764,72,3.4,14,2587,142
HOM-47016,970,104,3.2,79,42,362
HOM-47019,657,262,1.0,2080,28,1000
APP-47021,194,88,2.9,76,1583,121
ELE-47027,721,421,3.5,99,44,87
FUR-47028,563,486,1.8,1618,17,691
COS-47029,779,69,4.4,20,67,942
FUR-47030,302,208,1.2,91,49,737
FUR-47040,503,96,3.2,18,1478,954
CLO-47041,993,73,1.1,2142,2562,31
FUR-47043,702,314,4.6,56,1290,663
HOM-47048,740,232,4.7,1304,29,174
SKI-47049,324,403,3.5,49,65,917
HOM-47057,102,170,3.0,90,1451,0
SKI-47060,730,417,2.9,2414,8,529
CLO-47063,792,199,1.7,1992,2830,496
COS-47067,408,265,2.6,46,2753,853
GRO-47068,403,300,3.0,1534,2572,448
FUR-47069,192,418,1.2,2695,97,64
COS-47072,491,255,4.3,86,1725,170
ELE-47079,331,65,4.5,83,2642,602
HOM-47080,594,136,4.0,2309,2197,59
SKI-47082,885,341,3.3,64,1307,233
APP-47083,444,213,4.1,11,1084,854
CLO-47084,452,214,2.8,48,46,155
COS-47086,846,243,3.6,1001,53,84
HOM-47088,298,321,1.9,8,1988,640
COS-47100,839,336,4.4,1903,2010,770
FUR-47101,399,500,2.3,1706,1605,737
ELE-47104,9,275,5.0,42,1010,558
ELE-47105,240,285,2.6,55,13,110
SKI-47107,66,318,4.8,1479,2561,948
GRO-47110,419,494,3.5,27,2455,376
HOM-47114,337,154,3.9,2353,39,634
SKI-47115,725,437,3.5,1208,32,797
APP-47116,121,214,4.0,2275,50,744
SKI-47117,597,322,2.5,13,94,343
SKI-47119,48,66,3.5,17,68,962
CLO-47121,596,42,3.2,45,1592,309
ELE-47123,335,454,1.6,2574,1254,828
HOM-47124,36,356,1.2,2604,1808,607
CLO-47126,19,474,4.3,75,1821,361
HOM-47127,176,170,3.2,2658,52,35
HOM-47131,241,156,1.1,2602,1759,388
ELE-47133,157,211,2.0,80,59,224
SKI-47134,765,360,2.9,2326,83,153
APP-47135,90,284,2.5,92,2530,188
FUR-47140,244,454,1.9,8,35,442
COS-47149,313,471,2.0,20,26,792
FUR-47150,464,149,3.9,2649,90,39
CLO-47151,262,11,1.1,31,2775,848
HOM-47152,802,225,4.7,2964,2961,518
COS-47155,184,29,3.8,2078,1954,771
CLO-47156,457,433,1.4,2860,1273,382
APP-47157,482,362,2.3,81,18,262
HOM-47158,431,306,3.2,86,2009,64
SKI-47164,99,258,4.3,1378,1024,205
COS-47165,288,461,2.7,2039,1200,533
FUR-47170,804,286,1.5,73,2668,696
APP-47177,796,374,1.0,45,76,807
CLO-47178,143,152,3.2,84,2517,660
ELE-47186,331,409,4.7,2905,72,146
APP-47189,891,92,1.0,83,1881,406
COS-47190,274,280,1.7,2813,44,395
ELE-47193,159,81,5.0,51,1517,256
SKI-47200,701,424,1.8,13,2503,237
FUR-47204,984,69,4.1,22,64,130
FUR-47205,682,384,3.0,1274,82,207
COS-47206,834,228,3.4,24,1012,820
ELE-47207,59,417,1.4,82,18,389
COS-47215,610,487,1.4,2000,47,805
ELE-47216,908,42,4.1,2493,56,71
ELE-47217,800,384,1.4,2698,8,771
APP-47219,110,279,2.0,51,1966,180
GRO-47221,416,261,3.4,53,86,787
ELE-47223,251,136,4.8,2788,1594,631
HOM-47224,159,335,5.0,65,68,745
COS-47225,429,435,2.1,12,25,468
CLO-47226,404,37,4.1,67,21,19
COS-47234,45,342,1.3,45,2969,106
HOM-47235,695,263,1.1,2244,1367,273
GRO-47237,167,448,2.1,55,1590,262
APP-47238,720,487,3.0,1474,1855,384
COS-47240,728,383,3.6,73,18,858
GRO-47241,545,389,4.2,55,43,115
FUR-47246,529,430,1.5,8,2837,857
GRO-47247,873,312,1.5,2678,2348,748
GRO-47249,438,35,3.0,2660,1222,500
GRO-47250,204,320,1.6,2716,2323,947
FUR-47254,434,440,1.1,1907,80,749
SKI-47257,142,336,2.2,99,2926,619
APP-47261,325,471,1.0,59,27,387
FUR-47262,245,84,3.2,2887,2018,442
ELE-47263,8,199,5.0,1545,33,577
ELE-47264,641,213,4.8,1035,2578,375
HOM-47268,450,425,2.5,31,1642,684
GRO-47276,326,357,3.1,1679,2718,924
HOM-47279,381,290,4.8,2309,2757,887
CLO-47282,605,362,4.5,2635,2483,935
ELE-47285,579,100,2.0,48,1318,816
APP-47288,515,36,2.9,2188,31,800
HOM-47289,542,234,2.4,2669,1419,37
ELE-47290,704,417,5.0,20,1967,43
SKI-47292,714,428,4.1,32,2081,724
CLO-47293,707,369,4.8,2688,81,673
ELE-47295,194,164,4.9,11,2016,362
ELE-47301,817,164,3.8,46,14,841
ELE-47302,549,246,4.1,7,1059,6
SKI-47304,983,206,1.4,2770,46,662
FUR-47308,633,470,1.7,1007,1118,664
COS-47311,625,54,2.0,1009,77,676
GRO-47316,637,239,2.2,43,2549,327
HOM-47322,807,454,2.9,2445,2413,602
COS-47326,144,484,1.4,1179,24,341
ELE-47330,113,40,2.3,2865,57,541
ELE-47335,868,88,1.6,52,1322,956
HOM-47336,723,263,4.9,1934,72,998
SKI-47337,943,176,4.5,93,18,666
HOM-47339,139,484,2.7,1432,2369,634
GRO-47341,239,136,2.2,41,1453,883
APP-47342,121,107,3.2,2047,2430,26
CLO-47344,83,14,4.6,33,34,257
GRO-47345,160,409,4.5,54,1765,41
APP-47346,304,253,3.1,71,1843,5
SKI-47347,403,2,3.5,28,1564,184
COS-47350,927,77,2.4,1020,54,451
FUR-47352,259,393,1.1,61,91,474
SKI-47357,597,371,2.5,2625,2715,589
ELE-47360,138,71,1.0,1174,24,379
APP-47364,10,136,2.2,2696,1715,117
HOM-47367,325,82,2.0,80,10,938
GRO-47372,819,278,4.0,1346,11,879
SKI-47375,898,130,4.4,78,2695,418
COS-47379,625,343,2.3,34,1124,853
COS-47380,860,74,1.2,2416,2779,168
CLO-47381,601,45,4.3,1161,1280,339
SKI-47382,457,292,1.4,44,65,500
SKI-47387,737,303,2.6,25,49,49
ELE-47388,622,370,3.2,43,2616,689
FUR-47391,26,258,4.2,1946,2405,71
SKI-47395,396,114,4.3,77,74,455
SKI-47397,52,130,4.3,95,84,514
ELE-47401,250,109,3.3,1104,61,241
FUR-47402,860,160,1.9,98,1092,951
FUR-47403,544,372,3.4,11,40,488
FUR-47404,327,474,1.4,36,2978,152
GRO-47405,204,132,4.3,2734,2427,679
COS-47408,916,488,3.1,1916,2309,143
SKI-47411,383,106,4.7,60,2400,90
FUR-47413,736,96,2.0,28,82,758
ELE-47418,457,48,2.3,25,1646,63
FUR-47419,634,155,2.6,1363,28,6
HOM-47425,315,185,1.7,29,2125,718
HOM-47426,413,190,2.2,21,1841,78
COS-47429,442,497,1.1,61,91,90
SKI-47431,782,150,4.3,64,1078,283
CLO-47433,825,41,2.8,65,35,398
APP-47435,901,264,2.9,2587,2143,366
CLO-47436,306,441,1.2,1714,1769,200
FUR-47437,57,446,4.1,91,91,857
HOM-47438,800,96,4.5,85,2363,345
SKI-47442,259,57,3.7,75,1853,99
COS-47444,972,2,4.4,1363,93,873
FUR-47445,549,95,4.8,75,1189,848
SKI-47446,655,161,3.8,54,2808,343
GRO-47448,983,490,4.2,1515,15,166
ELE-47450,856,70,2.9,2494,98,320
ELE-47451,411,379,2.8,1647,18,623
COS-47454,243,25,1.9,1038,1793,375
CLO-47460,117,345,4.3,11,95,922
APP-47461,992,70,2.2,1382,2489,294
ELE-47462,30,409,2.2,2357,31,303
GRO-47470,972,37,4.0,18,24,84
APP-47471,912,293,1.2,1084,13,216
HOM-47472,655,476,4.4,20,71,355
CLO-47476,616,326,3.5,42,10,34
FUR-47478,916,119,3.2,94,81,991
COS-47479,584,355,3.3,89,81,63
HOM-47485,653,375,3.7,44,2279,828
FUR-47487,273,369,4.0,90,1190,752
FUR-47490,992,440,3.1,2757,51,855
SKI-47492,260,389,4.2,2028,2411,274
CLO-47495,463,171,3.6,1060,2284,377
ELE-47497,443,417,4.3,9,12,894
CLO-47498,607,54,2.8,70,81,937
FUR-47499,850,88,2.5,64,1672,906
FUR-47503,529,463,2.3,2965,1081,408
GRO-47504,294,184,3.6,31,1852,882
GRO-47507,693,202,4.2,58,2772,141
COS-47508,406,311,4.3,34,34,70
HOM-47509,142,12,3.2,1876,2850,417
FUR-47510,627,386,1.3,77,90,477
HOM-47511,747,321,2.0,62,84,85
FUR-47516,472,499,2.6,51,1713,168
APP-47517,142,329,1.2,2762,69,267
GRO-47521,674,178,4.2,2617,2455,911
APP-47523,424,469,4.4,14,12,202
HOM-47525,62,50,2.8,37,32,631
SKI-47528,96,65,4.0,44,25,909
CLO-47535,365,104,2.5,35,74,625
FUR-47536,600,54,4.4,42,86,642
FUR-47537,937,185,2.5,1956,1465,462
HOM-47541,235,287,1.8,1397,21,75
COS-47542,337,161,4.4,71,1209,339
GRO-47543,106,51,1.6,1022,2004,458
COS-47547,546,128,3.4,12,2982,246
SKI-47548,972,22,4.4,21,93,395
HOM-47549,37,218,1.4,73,1434,842
APP-47551,349,46,2.9,9,1708,80
CLO-47553,646,140,2.2,1126,2078,124
COS-47554,972,420,3.6,17,1726,831
SKI-47559,477,269,3.4,91,46,863
GRO-47569,754,13,1.2,14,62,785
GRO-47570,404,471,4.6,89,18,241
FUR-47572,625,472,3.5,78,2131,291
GRO-47573,332,109,4.4,72,2096,892
APP-47574,842,284,1.1,29,90,161
SKI-47577,126,92,3.5,1298,2983,488
HOM-47579,506,81,2.5,1750,2465,135
FUR-47581,952,484,3.1,2832,35,590
COS-47585,757,375,1.2,52,41,217
CLO-47586,394,430,4.9,65,1072,297
COS-47587,553,381,3.9,2430,68,905
APP-47592,685,62,3.6,99,9,547
COS-47597,299,174,3.3,84,53,137
COS-47601,223,205,1.9,1100,2093,303
SKI-47602,188,314,4.6,25,2523,247
HOM-47604,963,282,1.8,95,1543,473
ELE-47609,64,61,4.0,2083,64,90
ELE-47610,120,371,1.0,2385,2931,403
SKI-47612,157,63,2.6,2888,73,527
COS-47614,270,362,3.0,1462,2764,948
GRO-47616,900,309,3.8,67,66,190
FUR-47617,614,289,3.6,8,34,21
APP-47618,419,131,2.1,33,8,810
GRO-47619,735,292,3.3,1493,29,724
SKI-47621,52,119,1.2,2384,2810,658
GRO-47622,509,299,2.8,2376,1874,758
APP-47623,549,367,4.6,65,1394,173
COS-47624,264,183,3.2,77,39,820
APP-47630,425,403,1.7,2648,92,5
CLO-47631,303,362,4.0,1770,84,869
GRO-47632,146,493,2.8,67,1810,192
CLO-47633,735,422,4.7,2180,2254,639
SKI-47635,548,131,2.1,55,91,713
ELE-47640,159,370,2.0,2181,2817,5
CLO-47643,104,46,3.7,77,2238,213
GRO-47649,280,107,3.4,40,27,779
CLO-47650,229,429,1.4,24,1711,869
COS-47651,32,28,2.1,1018,68,345
FUR-47655,321,242,2.1,66,1717,35
GRO-47656,756,315,2.9,49,1436,689
FUR-47662,537,490,1.5,2549,2261,233
SKI-47673,996,473,2.3,45,43,836
COS-47674,817,351,2.4,1651,2335,392
ELE-47676,931,282,2.6,83,12,985
ELE-47678,344,491,3.4,2744,89,421
APP-47685,721,340,2.9,1514,92,301
GRO-47687,889,380,1.1,1101,10,101
SKI-47689,923,336,3.5,32,30,811
COS-47690,53,73,2.9,2618,71,41
APP-47691,642,296,2.0,12,1748,604
SKI-47692,346,15,1.4,78,53,623
ELE-47694,871,260,3.0,1877,1256,177
COS-47695,727,274,1.4,1293,77,147
SKI-47696,784,295,1.7,1501,2157,138
CLO-47704,270,498,3.0,68,1628,388
FUR-47707,4,214,2.5,79,1040,439
GRO-47711,996,52,4.3,16,14,357
FUR-47714,52,30,2.9,2242,1823,920
FUR-47716,484,400,1.5,93,76,387
HOM-47718,509,67,3.2,1588,37,420
FUR-47721,820,309,2.6,87,2811,685
COS-47722,198,304,3.0,49,44,545
HOM-47725,244,307,2.8,54,74,255
GRO-47731,197,123,1.7,90,14,938
ELE-47734,190,80,4.1,38,87,594
COS-47737,912,440,2.4,1047,1157,591
ELE-47738,418,396,1.5,1898,63,384
SKI-47739,324,260,1.5,82,1111,409
GRO-47743,245,132,1.7,2118,35,36
ELE-47744,99,490,2.9,1841,2179,656
